나라, 62, 184
차바, 74, 155
라라, 86, 156
마바, 70, 168
파카, 49, 143
타가, 59, 155
하사, 53, 142
파나, 57, 161
바가, 59, 189
나가, 60, 186
라자, 83, 175
라가, 48, 144
가하, 75, 151
자파, 69, 155
타사, 56, 161
사자, 97, 169
라차, 93, 142
가파, 77, 189
아바, 43, 169
가마, 84, 167
다카, 72, 143
타타, 56, 162
아라, 62, 148
나카, 81, 179
타나, 96, 158
카아, 64, 178
사자, 75, 182
나하, 82, 177
타자, 44, 153
하아, 76, 161
카하, 86, 149
타사, 67, 169
사가, 85, 158
나자, 58, 160
바자, 53, 158
아바, 81, 157
다사, 59, 163
마파, 52, 165
라타, 90, 140
카차, 94, 172
다카, 77, 181
차아, 89, 145
카카, 74, 173
마하, 84, 165
마라, 62, 164
하가, 80, 177
마가, 94, 175
바가, 53, 182
마라, 51, 152
가바, 97, 148
바카, 70, 165
마차, 79, 159
라사, 47, 174
자카, 90, 159
라가, 58, 184
가사, 50, 182
나나, 93, 158
사차, 79, 185
파자, 70, 162
카가, 70, 159
자다, 74, 164
마마, 58, 157
마하, 42, 144
파가, 90, 159
가아, 42, 142
파타, 99, 168
차마, 79, 159
자파, 69, 156
자차, 53, 144
가차, 86, 161
카나, 84, 165
마자, 91, 146
차라, 65, 142
파사, 47, 180
카하, 93, 154
자가, 83, 163
다라, 48, 155
사라, 82, 164
하아, 61, 153
자하, 60, 160
하파, 50, 162
가사, 79, 147
마바, 70, 184
나타, 91, 165
라아, 42, 158
사타, 89, 153
다카, 43, 182
바사, 48, 155
사차, 80, 182
차타, 72, 182
바바, 64, 146
사아, 79, 158
라바, 91, 144
가라, 65, 155
자마, 82, 174
아나, 46, 172
다다, 97, 170
나파, 41, 177
차바, 97, 160
아마, 90, 186
사다, 88, 176
가라, 42, 172
마파, 63, 172
가자, 80, 142
마바, 93, 164
사자, 67, 159
사파, 70, 179
다라, 73, 179
타카, 41, 187
가타, 81, 155
카하, 56, 167
다타, 43, 164
하바, 62, 169
차라, 77, 167
라하, 58, 158
가자, 95, 146
아다, 47, 188
카다, 79, 149
하하, 78, 189
마타, 94, 174
가사, 60, 172
자바, 63, 172
카자, 51, 178
바가, 91, 167
타바, 58, 178
마다, 62, 163
라파, 95, 155
나아, 87, 158
차하, 78, 164
나차, 51, 143
라마, 80, 154
가타, 90, 179
나아, 75, 164
나다, 88, 186
라다, 72, 145
자마, 89, 176
카나, 75, 171
라파, 44, 145
라사, 68, 170
하아, 73, 147
사사, 41, 157
파라, 72, 176
타타, 47, 166
아가, 57, 145
타바, 77, 161
사사, 48, 151
다사, 86, 150
자자, 60, 166
라아, 53, 164
사나, 70, 148
사카, 57, 145
바사, 84, 165
바다, 77, 161
타다, 91, 153
다차, 94, 169
카아, 86, 148
바라, 85, 165
가차, 50, 159
타카, 50, 153
가타, 57, 148
파나, 71, 183
마나, 40, 157
카나, 83, 173
나바, 41, 168
마타, 53, 174
라바, 63, 161
라마, 78, 146
마차, 87, 158
라카, 69, 188
하하, 69, 160
자라, 40, 170
나파, 85, 180
카다, 50, 159
사차, 73, 148
파바, 49, 178
카하, 41, 143
사하, 87, 177
차파, 86, 147
사카, 59, 144
카라, 64, 158
차마, 88, 158
라다, 70, 147
라마, 70, 151
자다, 42, 181
라파, 74, 145
바아, 78, 162
나하, 42, 150
사자, 53, 154
나마, 92, 187
타차, 78, 189
자가, 53, 176
타사, 93, 186
파나, 73, 161
파라, 89, 181
파바, 71, 168
다가, 50, 189
라마, 41, 160
파라, 98, 161
아나, 67, 172
카라, 86, 189
나마, 61, 176
마자, 63, 141
하파, 68, 145
카하, 76, 148
가바, 97, 156
차라, 59, 169
나하, 48, 148
하바, 43, 183
마마, 46, 162
아하, 98, 150
차다, 59, 160
라사, 90, 182
사차, 94, 186
사가, 81, 170
아카, 65, 156
가하, 87, 177
나차, 59, 143
카하, 64, 157
하가, 50, 160
자라, 96, 147
마사, 57, 154
아마, 68, 148
하카, 51, 169
가가, 59, 140
다타, 75, 168
차나, 89, 154
마라, 66, 148
차가, 90, 163
가파, 58, 179
카나, 86, 171
아마, 54, 158
라하, 64, 185
하하, 83, 145
나자, 68, 177
하다, 88, 150
사라, 75, 175
사카, 64, 181
나가, 45, 154
마차, 49, 184
다가, 51, 159
사나, 71, 184
다라, 74, 175
아카, 87, 180
사마, 86, 161
자카, 98, 149
다카, 66, 178
나바, 59, 173
파마, 55, 175
사라, 80, 154
다마, 85, 146
라마, 87, 175
나차, 64, 150
아파, 46, 169
마타, 50, 185
자타, 86, 148
타차, 68, 176
카차, 42, 153
파바, 70, 171
마하, 77, 175
가자, 64, 156
하라, 83, 172
바자, 99, 160
가바, 55, 142
사하, 91, 140
나자, 99, 149
아사, 77, 177
카나, 99, 158
가라, 81, 175
다자, 46, 187
카하, 70, 186
가타, 74, 150
나자, 46, 169
카마, 62, 156
차하, 60, 186
파자, 49, 173
카나, 99, 160
다하, 62, 147
다가, 63, 184
하사, 80, 150
바가, 67, 167
카사, 74, 185
사파, 79, 175
아파, 58, 150
아가, 44, 175
가하, 42, 142
자아, 61, 169
아아, 71, 186
라사, 83, 168
나하, 98, 146
파사, 46, 158
파아, 52, 175
아자, 83, 153
마사, 79, 181
다다, 98, 147
아사, 87, 143
자바, 61, 164
아가, 40, 146
마타, 65, 155
가타, 57, 189
사사, 60, 152
마타, 96, 165
차타, 89, 173
자사, 75, 158
바마, 80, 179
차아, 54, 175
가자, 59, 141
사하, 81, 169
다타, 62, 179
마차, 79, 159
파자, 78, 161
아라, 68, 163
다파, 50, 169
카파, 78, 157
바아, 67, 159
차라, 75, 177
라사, 82, 163
라타, 68, 150
가바, 57, 169
아가, 81, 159
차카, 69, 170
아자, 45, 140
바가, 66, 176
파차, 56, 142
다가, 88, 161
하다, 65, 143
사라, 58, 162
타다, 70, 173
자파, 40, 150
파차, 44, 174
파차, 63, 164
다자, 85, 184
차자, 60, 183
바사, 75, 140
파자, 86, 165
바차, 81, 172
라차, 55, 175
타차, 98, 146
바자, 55, 148
마파, 46, 152
다다, 97, 148
아나, 61, 167
나아, 70, 185
아라, 71, 152
차가, 46, 147
가바, 43, 169
사타, 75, 171
사사, 67, 167
사하, 62, 160
차자, 80, 169
다카, 81, 185
바타, 95, 153
아차, 60, 187
차하, 69, 170
파아, 82, 182
하바, 96, 143
하아, 86, 151
라바, 40, 166
사타, 66, 146
가자, 65, 181
바라, 64, 167
하아, 41, 160
자타, 46, 170
아파, 66, 175
카카, 48, 174
라가, 94, 184
차하, 73, 177
다파, 72, 155
하다, 95, 155
자사, 41, 171
다차, 51, 169
나차, 55, 182
바라, 43, 156
라라, 75, 169
마아, 81, 166
가가, 78, 181
아사, 70, 159
차가, 59, 179
가가, 66, 189
마타, 58, 149
아다, 80, 145
카파, 99, 166
사차, 58, 144
아나, 45, 165
라다, 99, 183
다카, 79, 155
파카, 50, 154
파타, 99, 145
사다, 78, 183
카라, 55, 179
다자, 91, 185
파파, 91, 154
라가, 53, 185
다자, 54, 150
사자, 45, 177
나나, 75, 151
마파, 90, 144
마나, 57, 179
차라, 89, 169
아가, 76, 163
다카, 74, 182
자다, 59, 140
자라, 86, 175
라마, 43, 141
바카, 42, 140
라마, 47, 151
가카, 82, 144
라차, 68, 179
아아, 52, 170
가아, 89, 178
가파, 60, 179
다나, 67, 187
바가, 53, 159
마파, 77, 181
타파, 62, 145
파사, 96, 189
사카, 96, 161
마가, 55, 159
타마, 48, 180
다라, 65, 177
가다, 64, 148
차라, 87, 173
자하, 69, 188
아라, 97, 169
바바, 52, 167
바아, 92, 144
하가, 61, 144
라바, 94, 179
라나, 94, 174
마파, 90, 188
다나, 68, 154
타사, 41, 174
사카, 83, 153
타자, 70, 161
라마, 99, 145
나바, 90, 157
바카, 40, 172
카차, 67, 151
아파, 71, 168
파타, 70, 153
마하, 93, 163
파바, 43, 182
마마, 41, 147
사가, 65, 171
차가, 48, 171
카다, 85, 164
차라, 89, 187
타하, 82, 177
아자, 87, 169
아아, 70, 177
차사, 62, 144
가하, 98, 147
자가, 41, 158
바다, 57, 186
파아, 69, 148
파파, 71, 146
파아, 53, 144
하하, 88, 161
바자, 94, 166
마타, 72, 174
다바, 45, 151
라가, 61, 187
파파, 75, 176
파자, 41, 171
나바, 90, 176
카가, 74, 169
카타, 71, 156
사사, 97, 168
아파, 44, 144
자나, 57, 143
사바, 45, 151
가파, 86, 145
카파, 83, 169
마마, 62, 181
파다, 81, 156
자바, 76, 146
바자, 89, 186
타카, 80, 147
차사, 77, 146
자바, 78, 174
다하, 72, 161
파타, 84, 154
라자, 66, 144
바바, 89, 148
바하, 88, 141
나바, 64, 146
자바, 60, 179
다타, 46, 187
다마, 45, 141
가사, 42, 157
바라, 84, 148
사라, 86, 165
아다, 92, 162
타카, 97, 173
라가, 77, 149
마나, 87, 156
마나, 77, 166
차하, 98, 148
가타, 58, 180
차카, 91, 180
가나, 77, 152
아아, 44, 169
나마, 53, 144
카사, 52, 153
타바, 87, 166
나차, 62, 144
라다, 44, 185
나가, 64, 148
자타, 44, 186
아사, 67, 158
라카, 76, 153
마차, 79, 153
나자, 93, 175
하아, 89, 145
카가, 69, 143
나카, 54, 186
차나, 59, 164
아타, 43, 169
마하, 80, 158
하타, 55, 152
차하, 91, 161
하사, 84, 188
가차, 94, 179
나카, 45, 179
타라, 94, 147
가라, 64, 164
라가, 50, 177
아차, 73, 186
파가, 95, 164
하하, 53, 178
마마, 72, 146
바사, 97, 183
아마, 46, 147
라차, 62, 187
마하, 45, 155
라가, 65, 179
하자, 65, 187
아파, 73, 150
타카, 71, 162
자카, 69, 173
아자, 94, 189
카아, 97, 168
아나, 77, 186
자사, 44, 150
카라, 99, 174
타차, 75, 162
라차, 85, 173
타자, 46, 164
타마, 78, 183
가아, 57, 166
라타, 58, 161
가아, 55, 146
가차, 93, 187
다라, 91, 159
나나, 65, 165
하타, 50, 170
라사, 45, 154
라파, 94, 181
파차, 93, 185
가차, 75, 183
마파, 85, 146
다하, 89, 181
아아, 55, 158
자차, 48, 159
하하, 95, 144
자파, 45, 154
가차, 58, 146
하나, 59, 189
파사, 61, 165
차파, 45, 162
마아, 62, 160
라아, 48, 148
가차, 99, 170
하타, 82, 186
바라, 95, 168
나다, 48, 148
가파, 65, 167
차카, 73, 182
가타, 60, 174
하자, 52, 149
바아, 72, 178
파카, 82, 189
아사, 47, 145
하차, 77, 173
나마, 78, 176
자다, 91, 146
타하, 80, 145
라차, 45, 143
자마, 44, 187
가자, 75, 144
자가, 58, 180
가파, 91, 150
사자, 60, 160
사마, 71, 144
차타, 72, 143
가바, 76, 166
자자, 60, 173
다바, 46, 167
차아, 82, 169
파나, 56, 160
하파, 68, 171
바사, 40, 182
마카, 64, 166
바자, 64, 146
가바, 88, 158
하하, 97, 149
파라, 80, 150
타하, 97, 140
바타, 63, 178
마다, 90, 184
아차, 89, 149
마다, 45, 159
다라, 42, 148
사파, 43, 185
바자, 63, 155
하사, 49, 141
마나, 88, 150
다파, 48, 153
다마, 55, 167
파라, 68, 181
카타, 92, 175
다파, 61, 172
파라, 93, 188
파카, 66, 159
나다, 76, 147
아사, 93, 144
하카, 51, 186
나라, 54, 161
나아, 47, 140
바파, 63, 184
자가, 97, 176
타라, 90, 146
차자, 66, 156
사다, 52, 165
자자, 42, 178
하바, 88, 164
사자, 65, 184
사사, 75, 140
가차, 57, 172
바자, 95, 160
자라, 42, 159
사사, 90, 142
아라, 52, 144
사파, 82, 156
라다, 47, 182
나라, 53, 179
마바, 45, 151
바사, 54, 142
카타, 77, 160
하바, 71, 168
라파, 74, 173
차사, 66, 180
하타, 93, 145
마마, 42, 143
자하, 92, 151
타하, 72, 171
사카, 76, 177
라파, 99, 159
차라, 47, 187
파자, 89, 149
아차, 71, 151
라타, 42, 162
마마, 42, 141
차라, 98, 145
마자, 74, 165
마차, 55, 188
마파, 63, 163
차나, 50, 183
타하, 53, 163
카타, 44, 157
가타, 40, 157
나타, 65, 157
타나, 54, 168
라마, 84, 141
카나, 75, 145
라라, 48, 185
파하, 44, 174
카하, 96, 170
하하, 84, 160
사파, 65, 182
나카, 66, 157
차나, 94, 187
사카, 91, 178
아가, 90, 164
바타, 46, 160
마다, 96, 179
타라, 74, 179
마아, 72, 177
차다, 87, 151
사마, 86, 142
차파, 61, 156
타차, 57, 156
라다, 86, 187
카카, 41, 147
자파, 49, 144
다나, 52, 147
아가, 81, 175
아자, 59, 147
라바, 63, 161
라다, 66, 141
바가, 43, 158
나라, 62, 175
사하, 42, 189
마가, 48, 184
사다, 54, 152
사차, 81, 167
라차, 86, 184
하아, 89, 184
가파, 81, 161
가아, 66, 147
차자, 61, 188
가하, 66, 148
마차, 95, 148
사다, 55, 179
차아, 54, 183
가아, 65, 157
하하, 50, 157
하카, 93, 181
사가, 74, 163
타바, 86, 150
카자, 42, 169
아자, 99, 187
카사, 72, 188
사사, 47, 162
바차, 83, 187
타카, 72, 168
다타, 59, 186
마차, 48, 182
파나, 78, 173
자하, 81, 154
아가, 60, 175
차다, 53, 159
바차, 86, 149
하사, 99, 147
하다, 84, 150
카라, 49, 180
타다, 50, 154
파카, 91, 169
타라, 59, 167
아가, 71, 154
바자, 41, 140
나카, 62, 178
카파, 92, 166
하사, 90, 152
아타, 44, 156
다바, 94, 162
가마, 47, 155
자타, 56, 183
파파, 51, 160
차차, 62, 172
바파, 57, 157
하다, 61, 179
라바, 98, 149
아아, 90, 178
자라, 52, 159
차하, 71, 149
라하, 87, 149
파다, 81, 149
타자, 82, 169
나가, 44, 174
하사, 63, 161
타라, 51, 168
차자, 67, 151
라아, 55, 141
파타, 58, 149
하타, 95, 155
파아, 65, 149
바가, 60, 153
카자, 52, 167
마파, 66, 154
사다, 55, 142
나자, 77, 169
타아, 73, 140
바사, 75, 151
카나, 68, 160
바아, 92, 185
사자, 84, 168
라차, 65, 159
라타, 54, 148
파차, 78, 147
라타, 78, 170
바파, 99, 148
나마, 65, 182
바나, 99, 183
하마, 61, 160
자카, 70, 188
차가, 41, 163
타바, 91, 162
라자, 85, 154
타차, 48, 151
사나, 41, 184
나다, 41, 157
가바, 63, 142
자가, 48, 160
바자, 60, 170
아아, 57, 177
바아, 54, 170
아바, 85, 142
사바, 70, 175
사파, 42, 187
타가, 84, 141
차타, 46, 185
다라, 47, 149
차사, 63, 173
파나, 93, 183
가다, 46, 154
파바, 83, 152
타자, 66, 154
마바, 57, 166
라바, 90, 148
다카, 92, 177
사파, 86, 186
마하, 85, 187
아아, 86, 189
가사, 88, 187
가파, 56, 186
아파, 70, 184
바자, 51, 163
다라, 65, 179
라타, 69, 145
가타, 79, 165
카파, 90, 160
가사, 62, 141
차하, 48, 146
차다, 65, 164
바하, 87, 174
바하, 84, 179
타자, 97, 161
아하, 91, 157
카다, 50, 147
카파, 94, 152
다하, 91, 143
사파, 40, 163
